fecha,hora,consumo,met_obtencion,datetime
2021-08-10,1,0.0,Real,2021-08-10 01:00:00
2021-08-10,2,0.0,Real,2021-08-10 02:00:00
2021-08-10,3,0.0,Real,2021-08-10 03:00:00
2021-08-10,4,0.0,Real,2021-08-10 04:00:00
2021-08-10,5,0.0,Real,2021-08-10 05:00:00
2021-08-10,6,0.0,Real,2021-08-10 06:00:00
2021-08-10,7,0.0,Real,2021-08-10 07:00:00
2021-08-10,8,0.0,Real,2021-08-10 08:00:00
2021-08-10,9,0.041,Real,2021-08-10 09:00:00
2021-08-10,10,0.057,Real,2021-08-10 10:00:00
2021-08-10,11,0.053,Real,2021-08-10 11:00:00
2021-08-10,12,0.063,Real,2021-08-10 12:00:00
2021-08-10,13,0.053,Real,2021-08-10 13:00:00
2021-08-10,14,0.033,Real,2021-08-10 14:00:00
2021-08-10,15,0.0,Real,2021-08-10 15:00:00
2021-08-10,16,0.0,Real,2021-08-10 16:00:00
2021-08-10,17,0.0,Real,2021-08-10 17:00:00
2021-08-10,18,0.0,Real,2021-08-10 18:00:00
2021-08-10,19,0.0,Real,2021-08-10 19:00:00
2021-08-10,20,0.0,Real,2021-08-10 20:00:00
2021-08-10,21,0.0,Real,2021-08-10 21:00:00
2021-08-10,22,0.0,Real,2021-08-10 22:00:00
2021-08-10,23,0.0,Real,2021-08-10 23:00:00
2021-08-10,24,0.0,Real,2021-08-11 00:00:00
2021-08-11,1,0.0,Real,2021-08-11 01:00:00
2021-08-11,2,0.0,Real,2021-08-11 02:00:00
2021-08-11,3,0.0,Real,2021-08-11 03:00:00
2021-08-11,4,0.0,Real,2021-08-11 04:00:00
2021-08-11,5,0.0,Real,2021-08-11 05:00:00
2021-08-11,6,0.0,Real,2021-08-11 06:00:00
2021-08-11,7,0.0,Real,2021-08-11 07:00:00
2021-08-11,8,0.0,Real,2021-08-11 08:00:00
2021-08-11,9,0.024,Real,2021-08-11 09:00:00
2021-08-11,10,0.053,Real,2021-08-11 10:00:00
2021-08-11,11,0.056,Real,2021-08-11 11:00:00
2021-08-11,12,0.056,Real,2021-08-11 12:00:00
2021-08-11,13,0.061,Real,2021-08-11 13:00:00
2021-08-11,14,0.03,Real,2021-08-11 14:00:00
2021-08-11,15,0.0,Real,2021-08-11 15:00:00
2021-08-11,16,0.0,Real,2021-08-11 16:00:00
2021-08-11,17,0.0,Real,2021-08-11 17:00:00
2021-08-11,18,0.0,Real,2021-08-11 18:00:00
2021-08-11,19,0.0,Real,2021-08-11 19:00:00
2021-08-11,20,0.0,Real,2021-08-11 20:00:00
2021-08-11,21,0.0,Real,2021-08-11 21:00:00
2021-08-11,22,0.0,Real,2021-08-11 22:00:00
2021-08-11,23,0.0,Real,2021-08-11 23:00:00
2021-08-11,24,0.0,Real,2021-08-12 00:00:00
2021-08-12,1,0.0,Real,2021-08-12 01:00:00
2021-08-12,2,0.0,Real,2021-08-12 02:00:00
2021-08-12,3,0.0,Real,2021-08-12 03:00:00
2021-08-12,4,0.0,Real,2021-08-12 04:00:00
2021-08-12,5,0.0,Real,2021-08-12 05:00:00
2021-08-12,6,0.0,Real,2021-08-12 06:00:00
2021-08-12,7,0.0,Real,2021-08-12 07:00:00
2021-08-12,8,0.0,Real,2021-08-12 08:00:00
2021-08-12,9,0.03,Real,2021-08-12 09:00:00
2021-08-12,10,0.096,Real,2021-08-12 10:00:00
2021-08-12,11,0.093,Real,2021-08-12 11:00:00
2021-08-12,12,0.088,Real,2021-08-12 12:00:00
2021-08-12,13,0.087,Real,2021-08-12 13:00:00
2021-08-12,14,0.031,Real,2021-08-12 14:00:00
2021-08-12,15,0.0,Real,2021-08-12 15:00:00
2021-08-12,16,0.0,Real,2021-08-12 16:00:00
2021-08-12,17,0.0,Real,2021-08-12 17:00:00
2021-08-12,18,0.0,Real,2021-08-12 18:00:00
2021-08-12,19,0.0,Real,2021-08-12 19:00:00
2021-08-12,20,0.0,Real,2021-08-12 20:00:00
2021-08-12,21,0.0,Real,2021-08-12 21:00:00
2021-08-12,22,0.0,Real,2021-08-12 22:00:00
2021-08-12,23,0.0,Real,2021-08-12 23:00:00
2021-08-12,24,0.0,Real,2021-08-13 00:00:00
2021-08-13,1,0.0,Real,2021-08-13 01:00:00
2021-08-13,2,0.0,Real,2021-08-13 02:00:00
2021-08-13,3,0.0,Real,2021-08-13 03:00:00
2021-08-13,4,0.0,Real,2021-08-13 04:00:00
2021-08-13,5,0.0,Real,2021-08-13 05:00:00
2021-08-13,6,0.0,Real,2021-08-13 06:00:00
2021-08-13,7,0.0,Real,2021-08-13 07:00:00
2021-08-13,8,0.0,Real,2021-08-13 08:00:00
2021-08-13,9,0.055,Real,2021-08-13 09:00:00
2021-08-13,10,0.114,Real,2021-08-13 10:00:00
2021-08-13,11,0.087,Real,2021-08-13 11:00:00
2021-08-13,12,0.08,Real,2021-08-13 12:00:00
2021-08-13,13,0.083,Real,2021-08-13 13:00:00
2021-08-13,14,0.066,Real,2021-08-13 14:00:00
