fecha,hora,consumo,met_obtencion,datetime
2021-08-03,1,0.187,Real,2021-08-03 01:00:00
2021-08-03,2,0.178,Real,2021-08-03 02:00:00
2021-08-03,3,0.123,Real,2021-08-03 03:00:00
2021-08-03,4,0.625,Real,2021-08-03 04:00:00
2021-08-03,5,0.187,Real,2021-08-03 05:00:00
2021-08-03,6,0.142,Real,2021-08-03 06:00:00
2021-08-03,7,0.127,Real,2021-08-03 07:00:00
2021-08-03,8,0.197,Real,2021-08-03 08:00:00
2021-08-03,9,0.158,Real,2021-08-03 09:00:00
2021-08-03,10,0.116,Real,2021-08-03 10:00:00
2021-08-03,11,0.184,Real,2021-08-03 11:00:00
2021-08-03,12,0.17,Real,2021-08-03 12:00:00
2021-08-03,13,0.378,Real,2021-08-03 13:00:00
2021-08-03,14,0.37,Real,2021-08-03 14:00:00
2021-08-03,15,0.176,Real,2021-08-03 15:00:00
2021-08-03,16,0.138,Real,2021-08-03 16:00:00
2021-08-03,17,0.135,Real,2021-08-03 17:00:00
2021-08-03,18,0.197,Real,2021-08-03 18:00:00
2021-08-03,19,0.144,Real,2021-08-03 19:00:00
2021-08-03,20,0.117,Real,2021-08-03 20:00:00
2021-08-03,21,0.213,Real,2021-08-03 21:00:00
2021-08-03,22,1.616,Real,2021-08-03 22:00:00
2021-08-03,23,1.01,Real,2021-08-03 23:00:00
2021-08-03,24,0.337,Real,2021-08-04 00:00:00
2021-08-04,1,0.187,Real,2021-08-04 01:00:00
2021-08-04,2,0.156,Real,2021-08-04 02:00:00
2021-08-04,3,0.127,Real,2021-08-04 03:00:00
2021-08-04,4,0.219,Real,2021-08-04 04:00:00
2021-08-04,5,0.173,Real,2021-08-04 05:00:00
2021-08-04,6,0.127,Real,2021-08-04 06:00:00
2021-08-04,7,0.646,Real,2021-08-04 07:00:00
2021-08-04,8,1.517,Real,2021-08-04 08:00:00
2021-08-04,9,0.217,Real,2021-08-04 09:00:00
2021-08-04,10,0.217,Real,2021-08-04 10:00:00
